Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
vatc	0 All_Taxa	68	0.0581	0.0046	0.0346	0.0502	0.0397	0.0397	0.0500	0.0185	0.0652	0.0941	0.0188	0.0587	0.0943	0.0184	0.0456	0.0701	0.1271	0.0367	0.0506	0.0253	0.3438	0.6562	0.5273	0.4727	0.1441	0.7272	0.1287	0.1363	0.0087	0.0032	0.0065	0.0079	0.0089	0.0047	0.0077	0.0021	0.0081	0.0078	0.0053	0.0071	0.0107	0.0044	0.0116	0.0055	0.0114	0.0069	0.0050	0.0028	0.0123	0.0123	0.0122	0.0122	0.0063	0.0085	0.0051	758.817559999998	1273	1.00000	0.9364	0.0004	0.0000	0.0633	0.0007	0.0000	0.1731	0.0000	0.0000	0.0000	0.0000
tribe333	0 All_Taxa	72	0.0781	0.0214	0.1202	0.0856	0.0413	0.0435	0.0297	0.0142	0.0246	0.1506	0.0135	0.0299	0.0301	0.0262	0.0512	0.0488	0.0709	0.0397	0.0411	0.0395	0.3086	0.6914	0.5411	0.4589	0.1802	0.7410	0.0788	0.1577	0.0118	0.0019	0.0082	0.0120	0.0070	0.0057	0.0049	0.0045	0.0104	0.0141	0.0045	0.0085	0.0093	0.0054	0.0086	0.0097	0.0078	0.0092	0.0071	0.0070	0.0177	0.0177	0.0142	0.0142	0.0111	0.0122	0.0098	407.22198	1349	1.00000	0.9851	0.0001	0.0000	0.0147	0.0002	0.0000	0.0789	0.1031	0.2165	0.1959	0.2887
rps24	0 All_Taxa	74	0.0577	0.0086	0.0713	0.0812	0.0286	0.0304	0.1159	0.0000	0.0360	0.1582	0.0281	0.0384	0.0717	0.0130	0.0379	0.0348	0.0697	0.0336	0.0527	0.0322	0.2784	0.7216	0.5786	0.4214	0.2740	0.6528	0.0732	0.1724	0.0132	0.0052	0.0065	0.0161	0.0065	0.0066	0.0105	0.0000	0.0133	0.0121	0.0088	0.0067	0.0129	0.0056	0.0120	0.0052	0.0085	0.0084	0.0076	0.0062	0.0165	0.0165	0.0135	0.0135	0.0122	0.0114	0.0064	538.310629999996	1387	1.00000	0.9781	0.0006	0.0000	0.0213	0.0011	0.0000	0.0600	0.0175	0.1404	0.1404	0.2281
tribe1294	0 All_Taxa	69	0.0699	0.0076	0.0181	0.0613	0.0551	0.0398	0.0387	0.0140	0.0423	0.0755	0.0389	0.0744	0.0749	0.0131	0.0451	0.0807	0.1390	0.0503	0.0352	0.0262	0.3683	0.6317	0.5387	0.4613	0.1141	0.7307	0.1551	0.1775	0.0113	0.0039	0.0059	0.0110	0.0091	0.0063	0.0085	0.0017	0.0133	0.0122	0.0081	0.0137	0.0098	0.0067	0.0118	0.0102	0.0131	0.0088	0.0073	0.0051	0.0142	0.0142	0.0152	0.0152	0.0121	0.0166	0.0132	673.76996	1292	1.00000	0.9587	0.0004	0.0000	0.0409	0.0007	0.0000	0.1409	0.0072	0.0217	0.0435	0.1014
tribe1374	0 All_Taxa	68	0.0347	0.0227	0.0332	0.0839	0.0229	0.0662	0.0418	0.0229	0.0380	0.0743	0.0345	0.0565	0.0743	0.0538	0.0539	0.0605	0.0747	0.0447	0.0402	0.0665	0.3273	0.6727	0.5652	0.4348	0.1161	0.7669	0.1170	0.1489	0.0076	0.0046	0.0056	0.0082	0.0060	0.0078	0.0068	0.0022	0.0109	0.0101	0.0082	0.0064	0.0087	0.0069	0.0089	0.0087	0.0094	0.0070	0.0070	0.0077	0.0151	0.0151	0.0131	0.0131	0.0087	0.0099	0.0068	503.83905	1273	1.00000	0.9250	0.0040	0.0000	0.0710	0.0046	0.0000	0.1831	0.0000	0.0000	0.0000	0.0000
rpl43b	0 All_Taxa	73	0.0976	0.0530	0.0992	0.0951	0.0071	0.0413	0.1031	0.0211	0.0583	0.1413	0.0303	0.0094	0.0865	0.0159	0.0504	0.0248	0.0300	0.0165	0.0133	0.0058	0.2484	0.7516	0.5659	0.4341	0.2444	0.7214	0.0342	0.1693	0.0146	0.0071	0.0076	0.0122	0.0076	0.0065	0.0097	0.0037	0.0117	0.0110	0.0073	0.0073	0.0166	0.0055	0.0112	0.0055	0.0073	0.0063	0.0037	0.0068	0.0179	0.0179	0.0168	0.0168	0.0099	0.0129	0.0055	498.10447	1368	1.00000	0.9717	0.0006	0.0000	0.0277	0.0011	0.0000	0.0788	0.0115	0.1494	0.1494	0.1264
rps28a	0 All_Taxa	65	0.0353	0.0196	0.0879	0.0619	0.0297	0.0016	0.1567	0.0000	0.0497	0.0603	0.0053	0.0467	0.1033	0.0003	0.0603	0.0860	0.1105	0.0518	0.0162	0.0170	0.2446	0.7554	0.5643	0.4357	0.2169	0.6503	0.1328	0.1178	0.0046	0.0060	0.0050	0.0092	0.0067	0.0024	0.0095	0.0000	0.0063	0.0094	0.0064	0.0073	0.0112	0.0005	0.0114	0.0063	0.0103	0.0036	0.0017	0.0006	0.0128	0.0128	0.0139	0.0139	0.0050	0.0109	0.0072	305.892270000002	1216	1.00000	0.9820	0.0000	0.0000	0.0180	0.0000	0.0000	0.1710	0.0847	0.1525	0.1525	0.1356
pace2	0 All_Taxa	62	0.0681	0.0123	0.0527	0.0777	0.0452	0.0486	0.0276	0.0089	0.0770	0.0430	0.0423	0.0559	0.0989	0.0112	0.0673	0.0506	0.0859	0.0296	0.0560	0.0411	0.3697	0.6303	0.4788	0.5212	0.0706	0.8229	0.1065	0.268	0.0048	0.0023	0.0019	0.0041	0.0024	0.0020	0.0023	0.0004	0.0040	0.0029	0.0028	0.0024	0.0037	0.0018	0.0039	0.0032	0.0037	0.0020	0.0024	0.0015	0.0086	0.0086	0.0093	0.0093	0.0054	0.0078	0.0063	2839.04797000001	1159	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075590	0.9693	0.0007	0.0000	0.0300	0.0008	0.0000	1.0378	0.0562	0.0822	0.1081	0.1209
cct	0 All_Taxa	68	0.0943	0.0187	0.0581	0.0600	0.0362	0.0110	0.0460	0.0000	0.0705	0.0738	0.0262	0.0579	0.0957	0.0167	0.0856	0.0648	0.1068	0.0328	0.0162	0.0287	0.3578	0.6422	0.4884	0.5116	0.1198	0.7575	0.1227	0.2701	0.0013	0.0006	0.0007	0.0010	0.0009	0.0004	0.0009	0.0000	0.0009	0.0009	0.0007	0.0009	0.0011	0.0005	0.0012	0.0009	0.0010	0.0008	0.0005	0.0003	0.0061	0.0061	0.0052	0.0052	0.0032	0.0048	0.0025	13878.37603	1273	0	0.9930	0.0014	0.0000	0.0056	0.0010	0.0000	2.8833	0.0484	0.0645	0.0665	0.0544
rpl42	0 All_Taxa	69	0.0399	0.0483	0.0818	0.0706	0.0128	0.0373	0.0931	0.0000	0.0218	0.2232	0.0265	0.0184	0.0486	0.0366	0.0336	0.0228	0.0476	0.0708	0.0412	0.0248	0.2137	0.7863	0.6559	0.3441	0.3163	0.6425	0.0412	0.1319	0.0088	0.0031	0.0056	0.0089	0.0051	0.0060	0.0097	0.0000	0.0094	0.0116	0.0052	0.0038	0.0073	0.0057	0.0079	0.0049	0.0065	0.0090	0.0070	0.0062	0.0128	0.0128	0.0122	0.0122	0.0117	0.0146	0.0045	337.075670000001	1292	1.00000	0.9683	0.0061	0.0000	0.0257	0.0066	0.0000	0.1323	0.1143	0.2190	0.2095	0.2381
yif1p	0 All_Taxa	69	0.0800	0.0169	0.0534	0.0518	0.0181	0.0835	0.0260	0.0168	0.0545	0.0312	0.0396	0.0260	0.0933	0.0041	0.0739	0.0214	0.1682	0.0215	0.0780	0.0420	0.4983	0.5017	0.3550	0.6450	0.0572	0.8953	0.0474	0.1681	0.0146	0.0060	0.0091	0.0102	0.0055	0.0083	0.0053	0.0054	0.0116	0.0055	0.0092	0.0044	0.0118	0.0049	0.0160	0.0039	0.0161	0.0041	0.0127	0.0037	0.0208	0.0208	0.0192	0.0192	0.0050	0.0076	0.0060	652.865290000005	1292	1.00000	0.9523	0.0004	0.0000	0.0473	0.0007	0.0000	0.1466	0.0000	0.0362	0.0290	0.0507
rps7	0 All_Taxa	73	0.0551	0.0031	0.0383	0.0521	0.0131	0.0186	0.0800	0.0005	0.0507	0.1131	0.0070	0.0521	0.0965	0.0273	0.0707	0.0714	0.1106	0.0472	0.0471	0.0455	0.3365	0.6635	0.5287	0.4713	0.1931	0.6834	0.1235	0.1509	0.0107	0.0036	0.0058	0.0081	0.0065	0.0072	0.0091	0.0009	0.0087	0.0086	0.0048	0.0071	0.0114	0.0050	0.0117	0.0085	0.0118	0.0091	0.0070	0.0054	0.0144	0.0144	0.0119	0.0119	0.0060	0.0080	0.0068	692.756660000002	1368	1.00000	0.9801	0.0017	0.0000	0.0182	0.0026	0.0000	0.0708	0.0125	0.0813	0.1062	0.1437
rpp0	0 All_Taxa	74	0.0902	0.0088	0.0667	0.0487	0.0518	0.0243	0.0332	0.0033	0.0565	0.0798	0.0273	0.0482	0.0822	0.0158	0.0862	0.0522	0.0973	0.0335	0.0457	0.0483	0.3982	0.6018	0.4529	0.5471	0.1130	0.7866	0.1004	0.1249	0.0110	0.0049	0.0058	0.0059	0.0070	0.0038	0.0062	0.0013	0.0072	0.0075	0.0066	0.0067	0.0093	0.0033	0.0087	0.0069	0.0078	0.0058	0.0050	0.0045	0.0131	0.0131	0.0146	0.0146	0.0070	0.0090	0.0071	638.721950000005	1387	1.00000	0.9760	0.0007	0.0000	0.0233	0.0012	0.0000	0.0620	0.0191	0.0687	0.0802	0.1298
dihydrolatransacylase	0 All_Taxa	73	0.0843	0.0038	0.0704	0.0581	0.0429	0.0206	0.0559	0.0032	0.0497	0.0617	0.0446	0.0646	0.0986	0.0156	0.0798	0.0710	0.0666	0.0261	0.0371	0.0456	0.3612	0.6388	0.4698	0.5302	0.1176	0.7469	0.1355	0.1173	0.0087	0.0033	0.0065	0.0074	0.0068	0.0037	0.0048	0.0008	0.0071	0.0056	0.0052	0.0055	0.0079	0.0036	0.0099	0.0089	0.0090	0.0047	0.0047	0.0032	0.0131	0.0131	0.0132	0.0132	0.0056	0.0110	0.0094	598.127369999998	1368	1.00000	0.9390	0.0009	0.0000	0.0601	0.0016	0.0000	0.1098	0.0000	0.0000	0.0000	0.0000
tribe852	0 All_Taxa	70	0.0704	0.0080	0.0604	0.0663	0.0702	0.0323	0.0701	0.0517	0.0931	0.0637	0.0299	0.0388	0.0479	0.0144	0.0360	0.0817	0.0393	0.0349	0.0468	0.0441	0.3181	0.6819	0.5736	0.4264	0.1338	0.7456	0.1205	0.2131	0.0163	0.0067	0.0087	0.0137	0.0107	0.0085	0.0130	0.0038	0.0148	0.0141	0.0071	0.0111	0.0134	0.0076	0.0106	0.0142	0.0104	0.0141	0.0088	0.0054	0.0242	0.0242	0.0220	0.0220	0.0152	0.0253	0.0149	690.522050000001	1311	1.00000	0.9750	0.0034	0.0000	0.0216	0.0041	0.0000	0.1137	0.0619	0.1237	0.1237	0.2371
if1a	0 All_Taxa	65	0.0529	0.0188	0.1035	0.0201	0.0660	0.0349	0.0923	0.0090	0.0155	0.1305	0.0200	0.0650	0.0463	0.0121	0.0612	0.0821	0.0948	0.0349	0.0198	0.0205	0.2782	0.7218	0.5721	0.4279	0.2228	0.6302	0.1471	0.1229	0.0078	0.0023	0.0056	0.0095	0.0064	0.0034	0.0061	0.0009	0.0071	0.0098	0.0064	0.0075	0.0082	0.0040	0.0082	0.0080	0.0090	0.0050	0.0037	0.0043	0.0155	0.0155	0.0110	0.0110	0.0083	0.0094	0.0050	345.279799999998	1216	1.00000	0.9513	0.0000	0.0000	0.0487	0.0000	0.0000	0.1970	0.0435	0.0609	0.0696	0.0957
fpps	0 All_Taxa	69	0.0628	0.0242	0.0539	0.0452	0.0292	0.0684	0.0423	0.0164	0.0401	0.0759	0.0293	0.0699	0.0604	0.0171	0.0718	0.0637	0.1084	0.0497	0.0499	0.0214	0.3600	0.6400	0.5257	0.4743	0.1182	0.7482	0.1337	0.163	0.0085	0.0060	0.0061	0.0082	0.0065	0.0096	0.0097	0.0043	0.0089	0.0115	0.0069	0.0080	0.0105	0.0064	0.0111	0.0099	0.0122	0.0088	0.0059	0.0042	0.0187	0.0187	0.0184	0.0184	0.0090	0.0162	0.0111	721.15711	1292	1.00000	0.9077	0.0004	0.0000	0.0919	0.0007	0.0000	0.1866	0.0000	0.0000	0.0000	0.0000
stcproptase2a	0 All_Taxa	67	0.0518	0.0411	0.0627	0.0576	0.0407	0.0508	0.0488	0.0222	0.0436	0.0464	0.0141	0.0707	0.0733	0.0240	0.0596	0.0644	0.0970	0.0350	0.0491	0.0471	0.3409	0.6591	0.5232	0.4768	0.0951	0.7697	0.1351	0.0906	0.0063	0.0034	0.0036	0.0052	0.0043	0.0039	0.0040	0.0028	0.0054	0.0054	0.0037	0.0054	0.0052	0.0028	0.0064	0.0057	0.0058	0.0051	0.0032	0.0030	0.0087	0.0087	0.0079	0.0079	0.0047	0.0083	0.0058	321.460739999999	1254	1.00000	0.9401	0.0000	0.0000	0.0599	0.0000	0.0000	0.1820	0.0000	0.0000	0.0000	0.0000
rpl35	0 All_Taxa	72	0.0748	0.0026	0.0269	0.0624	0.0224	0.0244	0.1182	0.0008	0.0489	0.1930	0.0124	0.0269	0.0645	0.0204	0.0359	0.0535	0.1196	0.0507	0.0195	0.0224	0.2854	0.7146	0.6232	0.3768	0.3112	0.6084	0.0804	0.1738	0.0145	0.0035	0.0057	0.0095	0.0089	0.0062	0.0139	0.0015	0.0099	0.0159	0.0073	0.0077	0.0107	0.0084	0.0095	0.0083	0.0107	0.0087	0.0070	0.0060	0.0165	0.0165	0.0133	0.0133	0.0177	0.0197	0.0085	696.605749999998	1349	1.00000	0.9780	0.0002	0.0000	0.0218	0.0004	0.0000	0.0855	0.0333	0.0917	0.1083	0.1500
psma	0 All_Taxa	68	0.0926	0.0120	0.0616	0.0626	0.0252	0.0367	0.0622	0.0049	0.0530	0.0744	0.0137	0.0524	0.0962	0.0219	0.0588	0.0923	0.0812	0.0408	0.0299	0.0277	0.3089	0.6911	0.5333	0.4667	0.1365	0.7188	0.1447	0.422600000000001	0.0018	0.0007	0.0014	0.0018	0.0015	0.0012	0.0016	0.0003	0.0022	0.0016	0.0011	0.0013	0.0020	0.0010	0.0020	0.0023	0.0015	0.0011	0.0009	0.0010	0.0106	0.0106	0.0092	0.0092	0.0079	0.0115	0.0059	13359.4623799999	1273	0	0.9852	0.0006	0.0000	0.0142	0.0006	0.0000	1.9033	0.0256	0.0385	0.0427	0.0171
rps18	0 All_Taxa	76	0.0450	0.0066	0.0725	0.0550	0.0504	0.0256	0.1060	0.0130	0.0312	0.1144	0.0279	0.0583	0.0664	0.0292	0.0737	0.0491	0.0903	0.0412	0.0226	0.0217	0.2941	0.7059	0.5670	0.4330	0.2204	0.6722	0.1074	0.1341	0.0071	0.0034	0.0051	0.0066	0.0074	0.0059	0.0085	0.0024	0.0083	0.0091	0.0091	0.0061	0.0101	0.0037	0.0114	0.0068	0.0095	0.0054	0.0053	0.0031	0.0138	0.0138	0.0125	0.0125	0.0075	0.0109	0.0053	395.738640000001	1425	1.00000	0.9735	0.0003	0.0000	0.0262	0.0005	0.0000	0.0391	0.0134	0.0134	0.0134	0.0201
rps1	0 All_Taxa	74	0.0504	0.0190	0.0562	0.0693	0.0330	0.0228	0.0591	0.0089	0.0448	0.1398	0.0336	0.0653	0.0877	0.0203	0.0653	0.0420	0.0808	0.0345	0.0440	0.0232	0.3062	0.6938	0.5499	0.4501	0.1989	0.6938	0.1073	0.1317	0.0098	0.0055	0.0059	0.0076	0.0071	0.0042	0.0070	0.0007	0.0098	0.0095	0.0069	0.0068	0.0087	0.0042	0.0092	0.0052	0.0091	0.0071	0.0053	0.0022	0.0111	0.0111	0.0108	0.0108	0.0057	0.0079	0.0047	524.124340000002	1387	1.00000	0.9764	0.0011	0.0000	0.0225	0.0017	0.0000	0.0616	0.0136	0.0500	0.0500	0.0864
if2b	0 All_Taxa	71	0.0439	0.0400	0.0568	0.0705	0.0354	0.0312	0.0807	0.0001	0.0599	0.0906	0.0224	0.0347	0.0619	0.0237	0.0574	0.0571	0.0890	0.0582	0.0537	0.0326	0.2992	0.7008	0.5821	0.4179	0.1714	0.7368	0.0919	0.1334	0.0088	0.0027	0.0055	0.0107	0.0069	0.0048	0.0079	0.0002	0.0095	0.0104	0.0065	0.0070	0.0088	0.0052	0.0092	0.0080	0.0056	0.0073	0.0056	0.0029	0.0153	0.0153	0.0146	0.0146	0.0057	0.0097	0.0070	450.323829999999	1330	1.00000	0.9846	0.0019	0.0000	0.0135	0.0030	0.0000	0.0921	0.0263	0.1053	0.0987	0.2368
rps8	0 All_Taxa	75	0.0592	0.0171	0.0914	0.0564	0.0426	0.0375	0.1154	0.0152	0.0582	0.1169	0.0130	0.0324	0.0546	0.0223	0.0519	0.0507	0.0736	0.0290	0.0301	0.0324	0.2754	0.7246	0.5786	0.4214	0.2323	0.6846	0.0831	0.14	0.0118	0.0055	0.0062	0.0079	0.0057	0.0057	0.0090	0.0028	0.0099	0.0107	0.0063	0.0051	0.0087	0.0057	0.0073	0.0057	0.0097	0.0066	0.0042	0.0059	0.0160	0.0160	0.0158	0.0158	0.0115	0.0109	0.0050	483.171890000002	1406	1.00000	0.9612	0.0001	0.0000	0.0387	0.0002	0.0000	0.0637	0.0000	0.0000	0.0000	0.0000
rpl11b	0 All_Taxa	75	0.0466	0.0227	0.0998	0.0403	0.0358	0.0372	0.0948	0.0072	0.0471	0.0929	0.0169	0.0403	0.0683	0.0199	0.0786	0.0690	0.0750	0.0323	0.0494	0.0258	0.2996	0.7004	0.5322	0.4678	0.1877	0.7030	0.1093	0.1199	0.0066	0.0048	0.0056	0.0053	0.0057	0.0056	0.0082	0.0020	0.0092	0.0086	0.0043	0.0049	0.0072	0.0036	0.0075	0.0070	0.0064	0.0069	0.0046	0.0056	0.0104	0.0104	0.0115	0.0115	0.0067	0.0100	0.0072	354.610259999999	1406	1.00000	0.9874	0.0002	0.0000	0.0124	0.0003	0.0000	0.0383	0.1636	0.2485	0.2485	0.2727
rpo	0 All_Taxa	61	0.0546	0.0195	0.0681	0.0580	0.0485	0.0219	0.0638	0.0082	0.0549	0.0613	0.0360	0.0535	0.0714	0.0280	0.0707	0.0620	0.0930	0.0407	0.0379	0.0481	0.3485	0.6515	0.5120	0.4880	0.1251	0.7594	0.1155	0.1332	0.0018	0.0009	0.0011	0.0013	0.0012	0.0007	0.0013	0.0003	0.0018	0.0017	0.0010	0.0009	0.0017	0.0008	0.0020	0.0012	0.0015	0.0014	0.0009	0.0009	0.0034	0.0034	0.0039	0.0039	0.0027	0.0037	0.0021	2999.57469999999	1140	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047663	0.9532	0.0011	0.0000	0.0458	0.0010	0.0000	1.1798	0.0457	0.0851	0.0882	0.0741
ornamtrans	0 All_Taxa	74	0.0897	0.0236	0.0939	0.0437	0.0421	0.0395	0.0438	0.0111	0.0425	0.0551	0.0226	0.0541	0.0825	0.0226	0.0577	0.0673	0.0993	0.0233	0.0339	0.0518	0.3661	0.6339	0.4576	0.5424	0.0988	0.7798	0.1214	0.1118	0.0075	0.0045	0.0046	0.0049	0.0058	0.0048	0.0074	0.0013	0.0057	0.0074	0.0057	0.0061	0.0081	0.0036	0.0078	0.0079	0.0077	0.0042	0.0045	0.0023	0.0101	0.0101	0.0098	0.0098	0.0056	0.0100	0.0066	634.532670000002	1387	1.00000	0.9719	0.0001	0.0000	0.0281	0.0002	0.0000	0.0660	0.0000	0.0000	0.0000	0.0000
mcm	0 All_Taxa	62	0.0803	0.0184	0.0620	0.0671	0.0332	0.0325	0.0679	0.0002	0.0652	0.0612	0.0275	0.0660	0.0733	0.0274	0.0616	0.0607	0.0925	0.0290	0.0325	0.0415	0.3361	0.6639	0.5286	0.4714	0.1292	0.7442	0.1267	0.268900000000001	0.0012	0.0007	0.0010	0.0013	0.0015	0.0007	0.0010	0.0001	0.0012	0.0012	0.0010	0.0009	0.0014	0.0007	0.0016	0.0012	0.0017	0.0011	0.0010	0.0008	0.0059	0.0059	0.0074	0.0074	0.0051	0.0076	0.0037	11835.2531600001	1159	0	0.9737	0.0006	0.0000	0.0257	0.0005	0.0000	3.1025	0.0302	0.0340	0.0321	0.0265
rpl17	0 All_Taxa	74	0.0861	0.0178	0.0484	0.0380	0.0458	0.0316	0.1026	0.0074	0.0566	0.1275	0.0310	0.0257	0.0667	0.0386	0.0497	0.0527	0.0654	0.0417	0.0269	0.0398	0.3063	0.6937	0.5786	0.4214	0.2301	0.6915	0.0784	0.1381	0.0116	0.0052	0.0044	0.0081	0.0081	0.0067	0.0086	0.0023	0.0069	0.0100	0.0062	0.0055	0.0082	0.0057	0.0085	0.0069	0.0067	0.0082	0.0054	0.0049	0.0135	0.0135	0.0138	0.0138	0.0118	0.0124	0.0052	428.714300000001	1387	1.00000	0.9630	0.0002	0.0000	0.0368	0.0003	0.0000	0.0745	0.0000	0.0000	0.0000	0.0000
tribe893	0 All_Taxa	72	0.0363	0.0188	0.0400	0.0539	0.0883	0.0079	0.0721	0.0094	0.0484	0.1314	0.0347	0.0314	0.0822	0.0106	0.0367	0.0889	0.0985	0.0289	0.0323	0.0494	0.2972	0.7028	0.5807	0.4193	0.2036	0.6761	0.1203	0.132	0.0112	0.0024	0.0048	0.0077	0.0076	0.0038	0.0098	0.0005	0.0086	0.0102	0.0055	0.0048	0.0067	0.0022	0.0094	0.0078	0.0087	0.0082	0.0055	0.0065	0.0154	0.0154	0.0137	0.0137	0.0087	0.0130	0.0072	308.19072	1349	1.00000	0.9716	0.0046	0.0000	0.0238	0.0057	0.0000	0.0915	0.0926	0.1944	0.2315	0.2315
if4a	0 All_Taxa	73	0.0538	0.0122	0.0594	0.0683	0.0286	0.0320	0.0769	0.0077	0.0500	0.0518	0.0340	0.0697	0.0764	0.0142	0.0882	0.0655	0.0865	0.0550	0.0388	0.0312	0.3402	0.6598	0.5241	0.4759	0.1287	0.7361	0.1352	0.1204	0.0036	0.0014	0.0026	0.0033	0.0022	0.0016	0.0021	0.0003	0.0038	0.0023	0.0017	0.0031	0.0030	0.0012	0.0031	0.0031	0.0026	0.0026	0.0016	0.0013	0.0072	0.0072	0.0060	0.0060	0.0045	0.0067	0.0032	766.641380000002	1368	1.00000	0.9690	0.0001	0.0000	0.0310	0.0001	0.0000	0.1841	0.1797	0.2682	0.2995	0.3438
tribe801	0 All_Taxa	70	0.0984	0.0367	0.0750	0.0336	0.0217	0.0611	0.0749	0.0184	0.0473	0.0379	0.0569	0.0566	0.1017	0.0143	0.0451	0.0255	0.0677	0.0285	0.0313	0.0674	0.3852	0.6148	0.4380	0.5620	0.1128	0.8051	0.0821	0.1091	0.0074	0.0028	0.0052	0.0054	0.0024	0.0054	0.0075	0.0040	0.0060	0.0064	0.0068	0.0041	0.0097	0.0023	0.0080	0.0037	0.0065	0.0037	0.0082	0.0037	0.0120	0.0120	0.0100	0.0100	0.0062	0.0084	0.0036	262.97607	1311	1.00000	0.9642	0.0003	0.0000	0.0355	0.0005	0.0000	0.1234	0.0000	0.0000	0.0000	0.0000
rps23	0 All_Taxa	75	0.0822	0.0151	0.1025	0.0233	0.0510	0.0144	0.0883	0.0092	0.0422	0.1338	0.0068	0.0353	0.0977	0.0322	0.0474	0.0466	0.0713	0.0234	0.0357	0.0416	0.2942	0.7058	0.5056	0.4944	0.2221	0.6959	0.0820	0.1027	0.0064	0.0025	0.0055	0.0054	0.0062	0.0036	0.0077	0.0034	0.0078	0.0076	0.0025	0.0042	0.0066	0.0053	0.0060	0.0055	0.0072	0.0037	0.0045	0.0015	0.0098	0.0098	0.0115	0.0115	0.0096	0.0103	0.0052	259.75853	1406	1.00000	0.9739	0.0003	0.0000	0.0258	0.0005	0.0000	0.0514	0.0000	0.0000	0.0000	0.0000
psma	0 All_Taxa	68	0.0926	0.0120	0.0616	0.0626	0.0252	0.0367	0.0622	0.0049	0.0530	0.0744	0.0137	0.0524	0.0962	0.0219	0.0588	0.0923	0.0812	0.0408	0.0299	0.0277	0.3089	0.6911	0.5333	0.4667	0.1365	0.7188	0.1447	0.422600000000001	0.0018	0.0007	0.0014	0.0018	0.0015	0.0012	0.0016	0.0003	0.0022	0.0016	0.0011	0.0013	0.0020	0.0010	0.0020	0.0023	0.0015	0.0011	0.0009	0.0010	0.0106	0.0106	0.0092	0.0092	0.0079	0.0115	0.0059	13359.4623799999	1273	0	0.9852	0.0006	0.0000	0.0142	0.0006	0.0000	1.9033	0.0256	0.0385	0.0427	0.0171
rps2	0 All_Taxa	74	0.0823	0.0216	0.0884	0.0768	0.0164	0.0330	0.0487	0.0138	0.0433	0.1020	0.0177	0.0361	0.0800	0.0159	0.0729	0.0421	0.0840	0.0297	0.0393	0.0560	0.3661	0.6339	0.4656	0.5344	0.1507	0.7711	0.0782	0.1031	0.0082	0.0034	0.0051	0.0066	0.0040	0.0061	0.0048	0.0006	0.0063	0.0066	0.0040	0.0043	0.0065	0.0051	0.0056	0.0045	0.0057	0.0059	0.0060	0.0034	0.0103	0.0103	0.0106	0.0106	0.0079	0.0084	0.0044	354.610659999995	1387	1.00000	0.9769	0.0002	0.0000	0.0229	0.0004	0.0000	0.0611	0.0787	0.1250	0.1343	0.1435
srs	0 All_Taxa	74	0.0636	0.0219	0.0606	0.0411	0.0413	0.0352	0.0621	0.0121	0.0559	0.0747	0.0319	0.0563	0.0752	0.0222	0.0541	0.0813	0.0866	0.0456	0.0460	0.0324	0.3267	0.6733	0.5376	0.4624	0.1368	0.7257	0.1376	0.106	0.0078	0.0038	0.0043	0.0050	0.0058	0.0050	0.0054	0.0021	0.0054	0.0074	0.0044	0.0060	0.0075	0.0035	0.0064	0.0067	0.0061	0.0048	0.0050	0.0036	0.0096	0.0096	0.0099	0.0099	0.0065	0.0107	0.0056	556.04551	1387	1.00000	0.9587	0.0022	0.0000	0.0392	0.0025	0.0000	0.0787	0.0175	0.0226	0.0251	0.0351
