	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0030	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0051	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0092	Gene_0094	Gene_0098	Gene_0101	Gene_0105	Gene_0120	Gene_0121	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0157	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0178	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0270	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0352	Gene_0363	Gene_0366	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0408	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0448	Gene_0450	Gene_0455	Gene_0457	Gene_0470	Gene_0484	Gene_0487	Gene_0498	Gene_0503	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0548	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0604	Gene_0608	Gene_0614	Gene_0615	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0628	Gene_0629	Gene_0631	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0661	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0677	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0775	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0848	Gene_0857	Gene_0863	Gene_0873	Gene_0874	Gene_0891	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0911	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989	Gene_1021	Gene_1033
Pleurobrachia_atlantica	0.3593	0.3220	0.3730	0.3127	0.3439	0.3190	0.3531	0.3398	0.3694	0.3418	0.3209	0.3381	0.2877		0.2900	0.3913	0.2727	0.4049	0.3280	0.2888	0.3288	0.3390	0.3333	0.5467	0.3448	0.3770	0.4234	0.4095		0.3511	0.3093	0.4062	0.3611	0.3441	0.3397	0.3889	0.4175	0.3426	0.4822	0.4154	0.2317	0.3228	0.3387		0.2917	0.4459	0.2565		0.2835	0.3103	0.4748	0.3578	0.3514	0.3380	0.2987	0.3238	0.2857	0.3349		0.3770	0.2865	0.2317	0.3790	0.3065	0.4203	0.3706	0.3791		0.2640		0.3571	0.3111	0.3604	0.3868	0.4025	0.4368		0.3386	0.2970	0.3485	0.3739	0.3286	0.4943	0.3125	0.3107	0.3745	0.2956	0.3607	0.3905	0.3926	0.3278		0.3272	0.3789	0.3891	0.4889	0.4056	0.3509	0.2622	0.3443	0.3806		0.3357	0.3953	0.3522	0.4118	0.3282	0.3498		0.3365	0.3430	0.3603	0.3895	0.3675	0.3406	0.4294	0.3640	0.3280	0.5112	0.3696	0.3131	0.3541	0.3230	0.4891	0.3802	0.2727	0.3465	0.4500	0.3826	0.3571	0.3494	0.3333	0.4161		0.4237		0.3186	0.3125	0.3642	0.3701	0.4620	0.3590	0.3291			0.4099	0.3550		0.2857	0.3657	0.2970	0.3404	0.2953	0.2926	0.3448	0.3898	0.2972	0.3477	0.3575	0.3753	0.3933	0.3115		0.3333	0.2526	0.2525	0.3355		0.3000	0.4000	0.4551		0.3281	0.3623	0.3669	0.4895			0.3662	0.3945		0.3191	0.3390		0.3636	0.4085		0.3591		0.3032	0.3571	0.3435	0.4351	0.3981	0.3864	0.2949	0.4265	0.3885	0.5161	0.2927	0.4000	0.4104	0.3388	0.3094		0.3537	0.4130		0.3468	0.3520	
Crella_elegans	0.3554	0.3214		0.3370	0.3605						0.2742	0.3981	0.3067		0.2557	0.4000	0.2479		0.2988		0.3586		0.4571		0.3452	0.3510	0.4309		0.3374		0.3070		0.4091		0.3200		0.4369			0.3431	0.2875		0.3419			0.3239			0.2951			0.3420	0.2830	0.3059				0.3649	0.1579	0.3789	0.2464		0.3083	0.3136		0.4028	0.4294				0.3750			0.3813				0.2910	0.3795	0.2045				0.2778	0.4138	0.3766	0.2957		0.4149		0.2600	0.3590	0.3444		0.3699		0.4985		0.2783			0.4043	0.3270	0.3944	0.3797	0.3222		0.3574	0.3662	0.3142		0.3509		0.3883	0.3382		0.2577	0.3182			0.3468		0.3853	0.4343		0.3563	0.2710		0.4444		0.3333	0.4013		0.3210	0.3929		0.3009	0.2609	0.3981	0.3038	0.4709		0.3423	0.3611	0.4024	0.3889		0.2899						0.2261		0.4500		0.3448		0.3628	0.3459	0.3167	0.3908	0.2923			0.3671	0.4089	0.3455	0.3763	0.3239	0.3966	0.3643				0.5105		0.3636	0.3289	0.4933		0.3933	0.3656		0.4857				0.2889		0.3150	0.4655	0.3929	0.3457	0.3692	0.4138			0.3073			0.3523	0.2833	0.4035	0.3415	0.3587	0.4000	0.3590	0.3487	0.3423
Ephydatia_muelleri	0.3681	0.3136	0.3803	0.3368	0.3770	0.3523	0.3448	0.3565	0.4444		0.2837	0.4086		0.4815	0.2781	0.3431	0.2576	0.3659	0.3077	0.3415	0.3379	0.3211	0.4219	0.4731	0.3203	0.3651	0.3984		0.3363	0.3584	0.3269	0.3717	0.4386		0.3226		0.4175	0.3353	0.4704	0.3048		0.3522	0.3934	0.2992	0.3191	0.3744	0.2889	0.3529	0.2835	0.3034	0.4860	0.3275	0.3514	0.3642	0.2949	0.3562	0.3047	0.4156	0.2481	0.3528	0.3046		0.3598	0.3221	0.4331	0.4000	0.3880		0.2771	0.3817	0.3227	0.3653	0.3544	0.3896	0.3841	0.4303	0.3580		0.3729	0.3129	0.3786	0.3819	0.5305	0.3551	0.4068	0.3596	0.3396	0.4925	0.4171	0.3504	0.3315	0.3615	0.3704	0.3544	0.3835		0.4520	0.3537	0.3029	0.3529	0.3704	0.3466	0.3707	0.4143	0.3769	0.3828	0.3416	0.3695	0.3675	0.3118	0.3443	0.3417	0.3764	0.3631	0.3305	0.4258	0.3315	0.3465	0.4796	0.3478	0.3300	0.3871	0.3765	0.5326	0.4132	0.3491	0.3012	0.4718	0.3704	0.4958	0.3391	0.3421	0.4049	0.3043	0.3776	0.3552	0.2832		0.3510	0.3573	0.5000	0.3559	0.3333	0.3277	0.4083	0.4037	0.3705	0.3821	0.2786	0.3667	0.3349	0.3699	0.3081	0.3202	0.3766	0.3582	0.3656	0.3481	0.3545	0.3682		0.3667	0.3563	0.3333	0.2455		0.3431	0.3862		0.4038	0.4103	0.4502	0.3359	0.3697	0.3710	0.4893	0.4909	0.3690	0.3566	0.3636	0.4503	0.3646	0.3594	0.3634	0.3537	0.4368	0.4478			0.3205	0.3750	0.2683	0.4151	0.3786	0.3368	0.3700		0.3591	0.5476	0.3268	0.4030	0.4303	0.3115	0.3260	0.3587	0.3149		0.3755	0.3525	0.3715	0.3584
Rhizopus_oryzae	0.3655	0.3008	0.3974	0.3465	0.3574	0.3671	0.3347	0.3642	0.4095	0.2658			0.2933	0.4444	0.3296	0.3613	0.2656	0.4024	0.2982		0.3130		0.3717	0.4815	0.3382	0.3664	0.4035	0.4554	0.3509	0.3727	0.3451	0.3670	0.3750		0.3211	0.3889	0.4466		0.4644	0.3913	0.2239	0.4250			0.3085		0.3347	0.3442	0.3190		0.5203	0.3505		0.3670	0.2949	0.3723	0.3440	0.3560		0.3186		0.2235	0.3803		0.4055	0.4167	0.3929	0.3620	0.2913	0.4275	0.4177	0.3762	0.3517	0.3864	0.4113	0.4308	0.3641	0.3354	0.3696		0.3664	0.3750	0.4423		0.3131	0.3911	0.3481		0.4239	0.3556	0.3641	0.3831	0.3459		0.3535	0.4400	0.4293	0.3645	0.3314	0.4173	0.3525	0.3433	0.3447	0.4104	0.3735	0.3695	0.3536	0.3673	0.3827	0.2910	0.3491	0.3208			0.3517		0.3364			0.3793	0.3134	0.4533	0.2769			0.3712			0.3929	0.4449	0.3125		0.4042	0.3826		0.3730	0.2991	0.2500	0.3333	0.3481	0.4902	0.4423	0.3101	0.2786	0.3960	0.3525	0.3293	0.3885	0.2979	0.3708	0.3497	0.3754	0.3158	0.2984	0.3420	0.3611	0.3731	0.3392	0.3374	0.3592	0.4694	0.3607	0.4091	0.2877	0.3462	0.3400	0.3105	0.4022	0.3404	0.4044	0.3397	0.4256	0.3359	0.3255	0.3370	0.4786		0.3705	0.3735	0.3708		0.3694	0.3622	0.3511	0.3012	0.4706	0.4118	0.3551		0.3358	0.3933		0.4211	0.3786	0.3629		0.3766	0.4046		0.2976	0.3433	0.4225	0.3115	0.3191	0.3859	0.3450	0.3789	0.3919	0.3703	0.3704	0.3541
Mertensiidae_sp	0.3542	0.3061	0.3893		0.3545			0.3353			0.3053				0.2744		0.2803	0.3865	0.3688	0.2840	0.3111	0.3571					0.4455	0.4054			0.3068	0.4149			0.3333		0.4078		0.5050	0.4146		0.3438		0.3261	0.2812				0.2835	0.2897				0.3920	0.3160	0.3396	0.3276	0.3553		0.3494			0.3200			0.3722	0.4072		0.2515		0.3476	0.2941	0.3505	0.3954		0.3438		0.3302	0.3175		0.4500	0.3211					0.3082			0.3630			0.3735	0.3881		0.4734		0.3784			0.3567			0.4071		0.3709			0.3585	0.3469	0.3412	0.3419			0.3160			0.3280	0.4481		0.3221	0.4035		0.5035	0.4132		0.3133	0.3984	0.3710		0.3373	0.3605		0.3276	0.4348	0.3433	0.3000		0.3986		0.4220	0.3517	0.3119	0.2712		0.3750	0.3290		0.2586		0.3511	0.3182	0.2674		0.3526		0.3151		0.3450	0.2812	0.3529	0.3279	0.2769		0.2788	0.2222	0.3577	0.4069		0.3774			0.3203	0.3396					0.3616	0.3815						0.4314			0.3942	0.3226	0.4384	0.3478			0.3627	0.3221		0.3519			0.3793		0.3279			0.3775	0.4239		0.3531		
Euplokamis_dunlapae	0.3639	0.3263	0.3882	0.3333	0.3712				0.3667	0.3418	0.3386		0.3151		0.2069	0.3920	0.2652	0.3926	0.3441		0.2937	0.4015		0.5000	0.3846	0.3816	0.4453	0.3762		0.3619	0.2992	0.3906		0.4267	0.3526	0.3519	0.4078	0.3333	0.4487	0.4255		0.3600	0.3387		0.2812	0.4324	0.3438		0.3085	0.2717	0.5000	0.4659	0.2500		0.3784		0.3047	0.3884	0.2636		0.2391	0.2073	0.3622			0.3616	0.3086	0.3464	0.2629	0.4651			0.3347	0.4016		0.4283	0.4677	0.2903	0.4091	0.2361	0.4075		0.5556		0.3291	0.4128	0.2759	0.3953	0.4044	0.3333			0.3333	0.4173		0.4450		0.3843	0.3106					0.4272	0.3653			0.2907	0.3629	0.3266	0.3349			0.2934	0.3644		0.2736	0.3840		0.3542	0.3271	0.3493	0.3134	0.4891	0.4050		0.3091	0.4406			0.3155		0.4417		0.3857	0.3077	0.3097	0.2772	0.3576	0.3615	0.4244		0.2963		0.4464		0.2938		0.2766			0.3594	0.3198	0.2667	0.3448		0.3246	0.3261						0.3145	0.2946	0.2600				0.3711			0.3281	0.3585		0.4794		0.3750	0.3584	0.3400			0.3475	0.3413			0.4627	0.3465	0.3294		0.3333		0.4153	0.4272	0.3500		0.4101	0.3536	0.5082	0.3011	0.4234		0.3197			0.3354	0.4239				
Chondrilla_nucula	0.3533	0.2966	0.3560	0.3083			0.3590		0.4686	0.2933	0.2837	0.3099				0.3657	0.2273	0.3780		0.3063	0.3630			0.4561	0.3397	0.3586		0.4330	0.3544	0.3548	0.2833		0.3737		0.2907	0.3704		0.3633	0.4901	0.4015	0.2658	0.3750	0.3158	0.2441	0.3000				0.2677	0.2661		0.3872	0.2308		0.2906	0.3268	0.2835	0.3896		0.3408				0.2971	0.4945	0.3786	0.3790		0.2800		0.3092	0.3485	0.3502		0.3883	0.3226		0.3377	0.3498	0.2683			0.5156	0.3431	0.3864	0.3829	0.3396		0.4022	0.3303	0.3459	0.3953	0.3889		0.3775	0.5439	0.4625		0.3179	0.3431	0.3178	0.3520	0.3069		0.3525			0.3534		0.2845	0.3349			0.3484		0.3895						0.4101	0.3100	0.4558	0.4132	0.3562			0.3605		0.3176	0.3618	0.4167	0.3652	0.3985		0.3302	0.2857	0.3311	0.3386	0.4689			0.3978	0.3905	0.3642	0.3158	0.3026	0.2273	0.3463	0.3763		0.2907	0.2982	0.3178	0.3797	0.3536	0.3125	0.3381	0.3452		0.3500	0.3793	0.3462	0.2762	0.2917			0.3559	0.4167		0.4438	0.3077	0.3286	0.3444				0.3618	0.3563	0.4394		0.3699	0.3467		0.4660		0.3468	0.4308	0.2821			0.4225	0.4000	0.3487	0.2692		0.3370		0.3010	0.3471		0.3000	0.2917		0.3208			0.3601		
Hydra_viridissima	0.3560	0.2966		0.3230				0.3385	0.4419	0.3038	0.3349		0.2877				0.2727	0.3841	0.2744		0.3448	0.3276	0.3770	0.4444	0.3594	0.3651	0.4297	0.4757		0.3653			0.4615		0.3182	0.3519	0.3883	0.3796		0.3208	0.2875	0.3571	0.3523	0.3386	0.2688	0.3807		0.3571	0.2677	0.3056			0.3105		0.3306		0.2955	0.3671	0.2250		0.3214	0.2000	0.3714	0.3000		0.3778	0.4262		0.2521		0.4052		0.3544	0.3831	0.3984				0.3531	0.3272						0.3783	0.3701		0.4064	0.3111	0.3729	0.3891	0.3827			0.4463		0.3581			0.3700			0.4064				0.3574		0.3118		0.3178		0.2537		0.3828	0.3254	0.3465			0.3345				0.3852	0.2979	0.3072	0.4895	0.4427	0.3846		0.3684		0.3478	0.4040	0.4430		0.3030	0.3709	0.3333		0.3462	0.3446	0.3810	0.3425	0.3395	0.3355		0.3262	0.3518			0.2849	0.2895	0.3636	0.4190		0.3346	0.3508			0.3261			0.2364	0.2700	0.4077			0.4130			0.3281	0.3318	0.4151	0.5258			0.3592	0.3767			0.3284			0.4869		0.3710	0.4310	0.3770		0.2824	0.3904	0.3689	0.4301	0.3273	0.4532	0.3646		0.3300	0.3423		0.3191	0.3204	0.3804	0.3582		0.3939	0.3559		
Drosophila_melanogaster	0.3699	0.3263	0.3882	0.3057	0.3760	0.3621	0.3521	0.3260	0.5000		0.3158	0.3829	0.3151	0.4568	0.2838	0.3431	0.2576	0.3902	0.2912	0.3502	0.3655	0.3712	0.3280	0.4678	0.3770	0.3750	0.4219	0.4038	0.3868	0.3904	0.3357	0.3594	0.4474	0.3665	0.3397	0.3704	0.3981	0.3785	0.4980	0.3869	0.3418	0.4125	0.3548	0.3228	0.2660	0.3739	0.2694	0.3383	0.2835	0.2966	0.4905	0.3928	0.3462	0.3467	0.3077	0.3466	0.3030	0.3929	0.2734	0.3217	0.2857	0.1829	0.3687	0.3061	0.4526	0.3611	0.4153	0.3601	0.2650	0.4122	0.3500	0.3481	0.3629	0.4033	0.3882	0.4269	0.3903	0.3337	0.3543	0.3456	0.3871	0.3586	0.5611	0.3721	0.3367	0.4073	0.3585	0.4924	0.4011	0.3556	0.3661	0.3898	0.3951	0.3893	0.3963	0.4720	0.4571	0.3755	0.3143	0.3779	0.3682	0.3610	0.3636	0.3936	0.4000	0.3671	0.3452	0.3695	0.3684	0.3239	0.3349	0.3235	0.3972	0.3678	0.3385	0.4280	0.3204	0.3651	0.4412	0.3804	0.3456	0.3981	0.3457	0.4783	0.3934		0.3494	0.4685	0.3611	0.4873	0.3333	0.3816	0.4300	0.2783	0.4093	0.3497	0.3009	0.2871	0.3510	0.3477	0.4607	0.3694	0.3219	0.3431	0.3905	0.4037	0.3388	0.3457	0.2929	0.3712	0.3364	0.3686	0.3450	0.3202	0.3723	0.3433	0.3729	0.3635	0.3542	0.3800	0.3985	0.2833	0.4270	0.3179	0.2909	0.2400	0.3550	0.4069	0.3457	0.3711	0.3846	0.4310	0.3438	0.3619	0.3333	0.4964	0.5039	0.3839	0.3549	0.3644	0.4420	0.3591	0.3542	0.3547	0.2805	0.4421	0.4627	0.3484	0.3692	0.3000	0.3905	0.2672	0.4240	0.3786	0.3629	0.3512	0.3885	0.3702	0.5349	0.2976	0.3446	0.4006	0.3852	0.2983	0.3859	0.3352	0.3368	0.3834	0.3345	0.3672	0.3503
Daphnia_pulex	0.3723	0.3093	0.3864	0.3420	0.3808	0.3288	0.3728	0.3619	0.4743		0.3070	0.4033	0.3014	0.4444	0.2682	0.4015	0.2652	0.3780	0.3243	0.3291	0.3724	0.3826	0.3455	0.4678	0.3750	0.3816	0.4219	0.3850	0.3913	0.3982	0.3275	0.3958		0.3859	0.3133	0.3889	0.4078	0.3571	0.4862	0.4088		0.4062	0.4032	0.3465	0.2979	0.4099	0.2868	0.3636	0.2598	0.2966	0.4794	0.3576	0.3423	0.3974	0.3120	0.3379	0.3030		0.2360	0.3694	0.2722	0.2195	0.3846	0.3188	0.4501	0.3778	0.4176		0.3024	0.4122	0.3596	0.3407	0.3418	0.4118	0.3758	0.4202			0.3630	0.3430	0.4123	0.3796	0.4809	0.3305	0.3265	0.4186	0.3571	0.4894	0.4064	0.3778	0.3913	0.4068	0.3519	0.4021	0.4000	0.4721	0.4545	0.3668	0.3257	0.3627	0.3567	0.3696	0.3546	0.4143	0.3899	0.3890	0.3680	0.3770	0.3881	0.3103	0.3632	0.3257	0.4021	0.3696	0.3431	0.4196	0.3389	0.3701	0.4809	0.4773	0.3456	0.4049	0.3580	0.4674	0.4016		0.3012	0.4336	0.3565	0.4661	0.3372	0.3487	0.4486	0.3304	0.3886	0.3611	0.3097		0.3841	0.3420	0.5112	0.3514		0.3432	0.3964	0.3913	0.3289	0.3785	0.3143	0.3694	0.3440	0.3643	0.3198	0.3289	0.3593	0.3843	0.3641	0.3500	0.3539		0.3651	0.3333	0.3678	0.3598	0.2818	0.3100	0.3485	0.3897	0.3670	0.3962		0.3879	0.3438	0.3555	0.3863	0.4502	0.4831	0.3748	0.3488	0.3729	0.4464	0.3536	0.3490	0.4023	0.3067	0.4188	0.4627	0.3364	0.4154	0.3250	0.5000	0.3016	0.4041	0.3883	0.3473	0.3873	0.4388	0.3646		0.2927	0.3432	0.4127	0.3443	0.2928			0.3579	0.3874	0.3405	0.3557	0.3487
Sycon_ciliatum	0.3687	0.3051	0.3618	0.3023	0.3615	0.3837	0.3453	0.4185	0.4400	0.3125	0.3116	0.3974		0.4568	0.2827	0.4088	0.2803	0.3720	0.2895	0.3207	0.3172	0.3206	0.3613	0.5439	0.3203	0.3684	0.4219	0.3803	0.3653	0.3653	0.3339	0.3717	0.4508	0.3738	0.3333		0.3883	0.3517	0.4704	0.3431		0.3875	0.3920	0.2913	0.2979	0.3973	0.3026	0.3571	0.3150	0.2690	0.4750	0.4085	0.3475	0.3709	0.3262	0.3397	0.3182	0.3896	0.2143	0.3674	0.3099		0.3694	0.2995	0.4526	0.4111	0.3825	0.3620	0.2689	0.3511	0.2710	0.3815	0.3660	0.3669	0.3677	0.4226	0.3412	0.3408	0.3267	0.3849	0.4006	0.3472	0.5267	0.3030	0.3831	0.3891	0.3038	0.5164	0.4171	0.3806	0.3641	0.3966	0.3148	0.3369	0.3696	0.5000	0.4608	0.4017	0.3086	0.3725	0.3788	0.3724	0.3537	0.3984	0.3363	0.3862	0.3597	0.3560	0.3568	0.3097	0.3175	0.3225	0.3773	0.3841	0.3488	0.4449	0.3056	0.3622	0.4686	0.3596	0.3525	0.4009	0.3457	0.4891	0.4262	0.3476	0.3072	0.4014	0.4019	0.4364	0.3584	0.4013	0.4452	0.3217	0.4082	0.3770	0.3451		0.3775	0.3490	0.4855	0.3604	0.3423	0.3866	0.3375	0.4012	0.3322	0.3446	0.2786	0.3823	0.3562	0.3668	0.3041	0.3246	0.3290	0.3619	0.3662	0.3691	0.3515	0.3822	0.4113	0.3833	0.3678	0.3316	0.2523	0.2400	0.3355	0.3966	0.3564	0.3526	0.4103	0.3947	0.3438	0.3443	0.3777	0.5071	0.4987	0.3689	0.3549	0.3573	0.4430	0.3516	0.3420	0.3703	0.3735	0.4555		0.3860	0.4000	0.3165	0.4107	0.3303	0.3986	0.3689	0.3542	0.3900	0.3525	0.3923	0.5116	0.3268	0.3321	0.4187	0.2623	0.3315	0.3859	0.2983	0.3579	0.3636	0.3571	0.3573	0.3503
Dryodora_glandiformis	0.3575	0.3093	0.3853	0.3298	0.3476	0.3540	0.3333	0.3297	0.3692	0.3165	0.3070		0.3239		0.2774	0.3942	0.2727	0.4172	0.3280	0.3579	0.3219	0.3623			0.3439	0.3738	0.4453	0.3952		0.3841	0.3128	0.3958			0.3205	0.4074	0.3786					0.3396	0.3644	0.2992	0.3229					0.3310	0.4686		0.3462	0.3537		0.3393	0.3359	0.3738	0.2411	0.3322		0.2073	0.3671	0.2538	0.4380	0.3778	0.3117		0.2594		0.4032		0.3136	0.4104	0.3088	0.4416		0.2949	0.3267		0.3653	0.3542	0.4879			0.4066	0.2893	0.3667	0.4076	0.3185	0.3315		0.3380			0.4862	0.4391	0.3799	0.2686	0.3693	0.3425			0.4150		0.3280	0.3307	0.3498	0.3678	0.3214	0.3365	0.3318	0.4925		0.3485	0.4361	0.3185	0.3386	0.5045	0.4815	0.3243	0.3467		0.4667	0.3802	0.2804	0.3133	0.4214	0.3615		0.3165	0.3553		0.3690	0.4375	0.3293	0.3097	0.2353	0.3510	0.3638	0.4540		0.3285			0.3478	0.3299	0.3503	0.2692	0.3636		0.3115	0.3140	0.2893	0.3491	0.3514	0.2816	0.2982	0.3451	0.3548		0.3115		0.3056	0.2727	0.2929	0.3127	0.4211					0.3101	0.3383	0.4068		0.4621		0.3584				0.3247			0.4316		0.3318	0.3371	0.2923	0.3631		0.3971	0.4095			0.4364	0.3591	0.4737		0.3465		0.3279	0.3241		0.3276			0.3333		0.3922
Coeloplana_astericola	0.3545	0.3051	0.3931			0.3667		0.3281		0.3544	0.3300				0.2706	0.4000	0.2955		0.3481				0.3774	0.5170	0.3133		0.4330	0.4263				0.3762		0.3737	0.3269	0.4074			0.4237		0.2899	0.3375		0.3220	0.3021				0.3426	0.3034				0.4007	0.2882		0.3125		0.1909	0.3217		0.1829	0.3654	0.2905					0.2720		0.3624	0.3819	0.3093	0.4188		0.4067			0.3486		0.3639	0.2727	0.5223	0.3232			0.2903		0.3896		0.3598		0.3395	0.3487	0.3716			0.3755	0.2778		0.3494			0.3889	0.3555	0.3524					0.3318	0.3245		0.3793	0.3270		0.3121	0.4130			0.3188		0.3209		0.3978		0.3049		0.3814		0.3494	0.4521	0.4422		0.4503	0.2750	0.2920		0.3228	0.3801	0.4211	0.4048	0.3431			0.3613	0.3583		0.2414	0.3552	0.2936	0.3146				0.3636	0.3154	0.3347	0.3897			0.3115			0.2903			0.3942		0.3923			0.3359	0.3396	0.3810		0.4962			0.3686	0.4159		0.2905			0.4105		0.3271	0.3768	0.3243	0.3393	0.2571	0.4565	0.3981		0.3556	0.4191	0.4121		0.3368	0.4046	0.4524	0.3443	0.2873		0.3704					
Beroe_abyssicola	0.3576	0.3093	0.3829	0.3230	0.3559		0.3511	0.3725	0.4136	0.3291	0.3187				0.1860	0.4122	0.2750	0.4110	0.3387	0.3038	0.3356	0.4000		0.4969	0.3242		0.4375	0.3857		0.3428		0.3691	0.3981	0.3786	0.3205	0.3889	0.4563	0.3393	0.4466	0.3704	0.2683	0.3250		0.3386	0.2917		0.2583		0.3467	0.2966	0.4515		0.3506	0.3392	0.2857	0.3178	0.3281	0.3672	0.2364	0.3265	0.2703	0.2000	0.3536	0.2762	0.4091	0.3889	0.4012		0.2720	0.3284	0.3431	0.4170	0.3093	0.4123	0.3652	0.4435			0.3289	0.3358	0.3665	0.3194	0.5057	0.3904	0.2764	0.3764	0.2785	0.4418	0.4076	0.3630	0.3242		0.2963	0.3601	0.3644	0.4777	0.4188	0.3537	0.2679	0.3510	0.3235			0.3913	0.3563	0.3595	0.3318	0.2955	0.3517	0.3343	0.3460	0.3464	0.3862	0.3152	0.3427	0.4298	0.3278		0.4699				0.3354	0.5116	0.4050	0.3537	0.3193	0.4214	0.3764	0.3636	0.3462	0.3487	0.4379	0.3190	0.4278	0.3433	0.3009	0.2632	0.3576		0.4438		0.3087	0.3729	0.3609	0.3789	0.3399		0.2908	0.3573	0.3412	0.3418	0.2791	0.2882	0.3534	0.3358	0.3212	0.3524	0.3490	0.3533	0.4355	0.3514	0.2874	0.3194	0.2909	0.1717	0.3322	0.4172	0.3138		0.3710		0.3101	0.3350				0.3455	0.3558	0.3721	0.4412		0.3286					0.3182	0.4098	0.3182	0.3631	0.2951	0.4198	0.4135	0.3235	0.3393	0.4307	0.3591	0.4812	0.3268	0.3811	0.4042	0.3014	0.2928		0.3293	0.4239	0.3837	0.3399	0.3577	
Hemithiris_psittacea	0.3625	0.3136	0.3882	0.3262		0.3629	0.3659	0.3458	0.4458		0.3209	0.3846	0.2877		0.2625	0.3796	0.2424	0.3841	0.2579	0.3066	0.3310	0.3750	0.3089	0.4912	0.3438	0.3750	0.4297	0.4272	0.3564		0.3269	0.3263	0.3947	0.3592	0.3077	0.3519	0.4272	0.3750	0.5099	0.3333	0.2750	0.3688	0.3496	0.2835	0.2842	0.2833	0.3333		0.3071	0.2966		0.3482	0.3500	0.3510	0.3203	0.3281	0.2955	0.3294	0.2636	0.3766	0.2989	0.1829	0.3773	0.2947	0.4112	0.3833	0.3607	0.3601	0.2797	0.4122	0.3671	0.3630	0.3460	0.4026	0.3879	0.4319	0.3285	0.2664	0.3367	0.2986		0.3724	0.5038			0.3904	0.3312	0.4597	0.4118	0.3778	0.3352	0.3818	0.3827	0.3594	0.3125	0.4444	0.4286	0.3799	0.3143	0.3497	0.3367		0.3695	0.4143	0.3544	0.3696	0.4160	0.3480	0.3584	0.3146	0.3430	0.3387			0.3203	0.4182	0.3111	0.3937	0.4836	0.3864	0.3077	0.4147	0.3642	0.4891	0.3900		0.3133	0.4056	0.3241	0.4407	0.3000	0.3618	0.4333		0.4184	0.3333	0.3363		0.3377		0.4235	0.3694	0.2950	0.3808		0.3457	0.3290	0.3577	0.2929	0.3722	0.3053	0.3584	0.3081	0.3144	0.3333	0.4015	0.3535	0.3519	0.3221	0.3480	0.4101	0.3333	0.3678	0.3077	0.2727	0.2800	0.3360	0.3793	0.2535	0.4151	0.3778	0.4483	0.3566	0.3223	0.4028	0.4536	0.4701	0.3561	0.3605	0.3708	0.5034		0.3356	0.3421	0.2683	0.4421	0.4776		0.4154	0.3333			0.3937	0.3905	0.3368	0.3478		0.3486		0.3366	0.3518	0.3765	0.2951	0.3039	0.3750		0.3429	0.3715	0.3512		0.3190
